name,nametype,class,mass (g),discovery,year
El Carmen,Valid,H6,629.0,Found,1987.0
El Djouf 002,Valid,H5,1389.0,Found,1989.0
El Djouf 004,Valid,H6,360.0,Found,1989.0
El Djouf 007,Valid,H5,4500.0,Found,1989.0
El Faiyum,Valid,H5,73.5,Found,1993.0
El Hammami,Valid,H5,240000.0,Found,1997.0
El Mdano 001,Valid,H6,10.0,Found,2010.0
El Mdano 003,Valid,H5,11.0,Found,2010.0
El Mdano 004,Valid,H4,151.0,Found,2010.0
El Mdano 010,Valid,H4,7.0,Found,2010.0
El Mdano 011,Valid,H6,87.0,Found,2010.0
El Mdano 012,Valid,H6,54.0,Found,2010.0
El Mdano 014,Valid,H4,54.0,Found,2010.0
El Mdano 015,Valid,H4,98.0,Found,2010.0
El Mdano 018,Valid,H4,15.0,Found,2010.0
El Mdano 019,Valid,H3,11.0,Found,2010.0
El Mdano 021,Valid,H6,50.0,Found,2010.0
El Mdano 022,Valid,H6,47.0,Found,2010.0
El Mdano 024,Valid,H5,9.0,Found,2010.0
El Mdano 025,Valid,H6,132.0,Found,2010.0
El Mdano 027,Valid,H5,46.0,Found,2010.0
El Mdano 030,Valid,H6,32.0,Found,2010.0
El Mdano 031,Valid,H5,35.0,Found,2010.0
El Mdano 032,Valid,H6,28.0,Found,2010.0
El Mdano 033,Valid,H5,45.0,Found,2010.0
El Mdano 034,Valid,H6,10.0,Found,2010.0
El Mdano 035,Valid,H5,72.0,Found,2010.0
El Mdano 036,Valid,H5,54.0,Found,2010.0
El Mdano 038,Valid,H6,3.8,Found,2010.0
El Mdano 039,Valid,H5,3.1,Found,2010.0
El Mdano 040,Valid,H6,3.6,Found,2010.0
El Mdano 041,Valid,H5,1.9,Found,2010.0
El Mdano 043,Valid,H4,24.8,Found,2011.0
El Mdano 045,Valid,H5,319.0,Found,2011.0
El Mdano 046,Valid,H4,40.1,Found,2011.0
El Mdano 047,Valid,H4,57.9,Found,2011.0
El Mdano 048,Valid,H5,118.0,Found,2011.0
El Mdano 049,Valid,H4,138.0,Found,2011.0
El Mdano 050,Valid,H5,52.0,Found,2011.0
El Mdano 052,Valid,H5,66.5,Found,2011.0
El Mdano 053,Valid,H4/5,17.9,Found,2011.0
El Mdano 054,Valid,H5,46.5,Found,2011.0
El Mdano 055,Valid,H6,34.3,Found,2011.0
El Mdano 057,Valid,H6,10.8,Found,2010.0
El Mdano 058,Valid,H6,11.8,Found,2010.0
El Mdano 059,Valid,H4,27.0,Found,2011.0
El Mdano 060,Valid,H3,29.0,Found,2011.0
El Mdano 061,Valid,H5,57.0,Found,2011.0
El Mdano 063,Valid,H4,23.0,Found,2011.0
El Mdano 064,Valid,H4,22.0,Found,2011.0
El Mdano 065,Valid,H5,11.5,Found,2011.0
El Mdano 066,Valid,H5,15.8,Found,2011.0
El Mdano 068,Valid,H4,125.0,Found,2011.0
El Mdano 069,Valid,H6,65.0,Found,2011.0
El Mdano 071,Valid,H5,163.0,Found,2011.0
El Mdano 072,Valid,H4,19.9,Found,2011.0
El Mdano 074,Valid,H4,42.4,Found,2011.0
El Mdano 076,Valid,H5,14.1,Found,2011.0
El Mdano 079,Valid,H5,230.0,Found,2011.0
El Mdano 081,Valid,H4,13.4,Found,2011.0
El Mdano 082,Valid,H5,22.5,Found,2011.0
El Mdano 083,Valid,H5,12.6,Found,2011.0
El Mdano 084,Valid,H5,45.0,Found,2011.0
El Mdano 085,Valid,H4,12.9,Found,2011.0
El Mdano 086,Valid,H4,1258.0,Found,2011.0
El Mdano 087,Valid,H4,13.9,Found,2011.0
El Mdano 091,Valid,H5,17.8,Found,2011.0
El Mdano 092,Valid,H6,289.0,Found,2011.0
El Mdano 093,Valid,H4-6,51.8,Found,2011.0
El Mdano 099,Valid,H5,10.5,Found,2011.0
El Mdano 102,Valid,H4/5,65.0,Found,2011.0
El Mdano 105,Valid,H5/6,16.7,Found,2011.0
El Mdano 106,Valid,H5/6,91.0,Found,2011.0
El Mdano 107,Valid,H5/6,10.3,Found,2011.0
El Mdano 108,Valid,H4,15.5,Found,2011.0
El Mdano 109,Valid,H3,13.1,Found,2011.0
El Mdano 111,Valid,H5,139.0,Found,2011.0
El Mdano 112,Valid,H5,23.0,Found,2011.0
El Mdano 114,Valid,H5,24.4,Found,2011.0
El Mdano 115,Valid,H5,84.0,Found,2011.0
El Mdano 116,Valid,H6,46.0,Found,2011.0
El Mdano 118,Valid,H5,161.0,Found,2011.0
El Mdano 119,Valid,H5,23.3,Found,2010.0
El Mdano 120,Valid,H5,24.2,Found,2011.0
El Mdano 121,Valid,H5,333.0,Found,2011.0
El Mdano 123,Valid,H5,22.1,Found,2011.0
El Mdano 124,Valid,H5,39.0,Found,2011.0
El Mdano 126,Valid,H5,584.0,Found,2011.0
El Mdano 127,Valid,H5,130.0,Found,2011.0
El Mdano 131,Valid,H4,106.0,Found,2011.0
El Mdano 132,Valid,H4,670.0,Found,2011.0
El Mdano 134,Valid,H5,20.5,Found,2011.0
El Mdano 137,Valid,H5,37.0,Found,2011.0
El Mdano 139,Valid,H5,11.3,Found,2011.0
El Mdano 140,Valid,H4/5,11.5,Found,2011.0
El Mdano 143,Valid,H4,59.0,Found,2011.0
El Mdano 145,Valid,H5,20.4,Found,2011.0
El Mdano 146,Valid,H4,10.9,Found,2011.0
El Mdano 148,Valid,H5,298.0,Found,2011.0
El Mdano 149,Valid,H5,99.0,Found,2011.0
El Mdano 151,Valid,H4,12.6,Found,2011.0
El Mdano 152,Valid,H4,45.0,Found,2011.0
El Mdano 153,Valid,H3,6038.0,Found,2010.0
El Mdano 155,Valid,H6,517.0,Found,2011.0
El Mdano 157,Valid,H4,620.0,Found,2011.0
El Mdano 158,Valid,H4,38.0,Found,2011.0
El Mdano 160,Valid,H6,88.0,Found,2011.0
El Mdano 161,Valid,H5,91.0,Found,2011.0
El Mdano 164,Valid,H5,282.0,Found,2011.0
El Mdano 167,Valid,H4,163.0,Found,2011.0
El Mirage Dry Lake 001,Valid,H5,1.5,Found,2000.0
El Mirage Dry Lake 002,Valid,H4,13.0,Found,2001.0
El Mirage Dry Lake 003,Valid,H6,6.9,Found,2010.0
El Perdido,Valid,H5,30250.0,Found,1905.0
Elba,Valid,H5,4175.0,Found,1966.0
Elephant Moraine 82602,Valid,H4,1824.1,Found,1982.0
Elephant Moraine 82603,Valid,H5,8210.0,Found,1982.0
Elephant Moraine 82604,Valid,H5,1570.6,Found,1982.0
Elephant Moraine 82609,Valid,H4,325.5,Found,1982.0
Elephant Moraine 82610,Valid,H6,42.1,Found,1982.0
Elephant Moraine 82614,Valid,H5,8.4,Found,1982.0
Elephant Moraine 82615,Valid,H6,29.3,Found,1982.0
Elephant Moraine 82616,Valid,H4,2.1,Found,1982.0
Elephant Moraine 83200,Valid,H5,778.8,Found,1983.0
Elephant Moraine 83201,Valid,H6,1059.8,Found,1983.0
Elephant Moraine 83203,Valid,H5,545.6,Found,1983.0
Elephant Moraine 83207,Valid,H4,1238.3,Found,1983.0
Elephant Moraine 83208,Valid,H5,263.0,Found,1983.0
Elephant Moraine 83211,Valid,H4,542.7,Found,1983.0
Elephant Moraine 83215,Valid,H6,510.4,Found,1983.0
Elephant Moraine 83221,Valid,H4-6,313.9,Found,1983.0
Elephant Moraine 83223,Valid,H5,218.6,Found,1983.0
Elephant Moraine 83248,Valid,H3.5,39.2,Found,1983.0
Elephant Moraine 83256,Valid,H5,5.0,Found,1983.0
Elephant Moraine 83262,Valid,H5,23.9,Found,1983.0
Elephant Moraine 83263,Valid,H6,10.2,Found,1983.0
Elephant Moraine 83267,Valid,H3.6,27.7,Found,1983.0
Elephant Moraine 83270,Valid,H6,2.4,Found,1983.0
Elephant Moraine 83275,Valid,H6,85.8,Found,1983.0
Elephant Moraine 83278,Valid,H5,71.9,Found,1983.0
Elephant Moraine 83281,Valid,H6,51.0,Found,1983.0
Elephant Moraine 83282,Valid,H5,78.9,Found,1983.0
Elephant Moraine 83285,Valid,H5,3.2,Found,1983.0
Elephant Moraine 83287,Valid,H5,46.0,Found,1983.0
Elephant Moraine 83288,Valid,H6,37.7,Found,1983.0
Elephant Moraine 83292,Valid,H5,9.3,Found,1983.0
Elephant Moraine 83293,Valid,H5,18.6,Found,1983.0
Elephant Moraine 83295,Valid,H6,27.9,Found,1983.0
Elephant Moraine 83299,Valid,H6,6.3,Found,1983.0
Elephant Moraine 83300,Valid,H5,115.1,Found,1983.0
Elephant Moraine 83303,Valid,H5,11.8,Found,1983.0
Elephant Moraine 83305,Valid,H5,167.0,Found,1983.0
Elephant Moraine 83310,Valid,H6,64.2,Found,1983.0
Elephant Moraine 83320,Valid,H6,56.3,Found,1983.0
Elephant Moraine 83321,Valid,H6,11.0,Found,1983.0
Elephant Moraine 83324,Valid,H5,142.8,Found,1983.0
Elephant Moraine 83326,Valid,H5,112.6,Found,1983.0
Elephant Moraine 83331,Valid,H5,0.3,Found,1983.0
Elephant Moraine 83338,Valid,H5,26.6,Found,1983.0
Elephant Moraine 83346,Valid,H5,21.5,Found,1983.0
Elephant Moraine 83347,Valid,H5,37.2,Found,1983.0
Elephant Moraine 83349,Valid,H5,27.5,Found,1983.0
Elephant Moraine 83351,Valid,H5,80.8,Found,1983.0
Elephant Moraine 83360,Valid,H6,40.1,Found,1983.0
Elephant Moraine 83362,Valid,H6,10.1,Found,1983.0
Elephant Moraine 83367,Valid,H6,107.4,Found,1983.0
Elephant Moraine 83369,Valid,H5,38.9,Found,1983.0
Elephant Moraine 83372,Valid,H5,168.9,Found,1983.0
Elephant Moraine 83373,Valid,H6,158.9,Found,1983.0
Elephant Moraine 83374,Valid,H6,95.8,Found,1983.0
Elephant Moraine 83377,Valid,H5,151.7,Found,1983.0
Elephant Moraine 83382,Valid,H6,11.6,Found,1983.0
Elephant Moraine 83385,Valid,H6,3.9,Found,1983.0
Elephant Moraine 83388,Valid,H5,34.7,Found,1983.0
Elephant Moraine 83393,Valid,H6,30.0,Found,1983.0
Elephant Moraine 83394,Valid,H6,54.3,Found,1983.0
Elephant Moraine 83397,Valid,H6,32.1,Found,1983.0
Elephant Moraine 83400,Valid,H5,112.9,Found,1983.0
Elephant Moraine 83402,Valid,H5,50.3,Found,1983.0
Elephant Moraine 83403,Valid,H5,11.7,Found,1983.0
Elephant Moraine 84303,Valid,H5,57.5,Found,1984.0
Elephant Moraine 84306,Valid,H6,3.5,Found,1984.0
Elephant Moraine 86802,Valid,H4,29.6,Found,1986.0
Elephant Moraine 87537,Valid,H5,3702.0,Found,1987.0
Elephant Moraine 87539,Valid,H5,2928.5,Found,1987.0
Elephant Moraine 87543,Valid,H6,1761.9,Found,1987.0
Elephant Moraine 87545,Valid,H5,486.3,Found,1987.0
Elephant Moraine 87546,Valid,H6,2018.2,Found,1987.0
Elephant Moraine 87547,Valid,H6,1223.2,Found,1987.0
Elephant Moraine 87550,Valid,H5,1639.8,Found,1987.0
Elephant Moraine 87551,Valid,H5,476.0,Found,1987.0
Elephant Moraine 87552,Valid,H6,535.1,Found,1987.0
Elephant Moraine 87553,Valid,H4,682.2,Found,1987.0
Elephant Moraine 87560,Valid,H5,389.9,Found,1987.0
Elephant Moraine 87562,Valid,H6,308.3,Found,1987.0
Elephant Moraine 87563,Valid,H6,300.4,Found,1987.0
Elephant Moraine 87565,Valid,H6,343.7,Found,1987.0
Elephant Moraine 87571,Valid,H5,162.0,Found,1987.0
Elephant Moraine 87575,Valid,H6,396.0,Found,1987.0
Elephant Moraine 87576,Valid,H5,327.5,Found,1987.0
Elephant Moraine 87577,Valid,H5,147.9,Found,1987.0
Elephant Moraine 87579,Valid,H5,326.4,Found,1987.0
Elephant Moraine 87581,Valid,H5,216.9,Found,1987.0
Elephant Moraine 87591,Valid,H6,19.6,Found,1987.0
Elephant Moraine 87592,Valid,H6,89.7,Found,1987.0
Elephant Moraine 87602,Valid,H6,76.7,Found,1987.0
Elephant Moraine 87608,Valid,H6,39.4,Found,1987.0
Elephant Moraine 87609,Valid,H5,19.6,Found,1987.0
Elephant Moraine 87618,Valid,H5,62.0,Found,1987.0
Elephant Moraine 87636,Valid,H5,17.4,Found,1987.0
Elephant Moraine 87643,Valid,H5,31.0,Found,1987.0
Elephant Moraine 87654,Valid,H6,5.2,Found,1987.0
Elephant Moraine 87658,Valid,H6,8.4,Found,1987.0
Elephant Moraine 87662,Valid,H6,2.5,Found,1987.0
Elephant Moraine 87663,Valid,H4,57.8,Found,1987.0
Elephant Moraine 87664,Valid,H6,48.2,Found,1987.0
Elephant Moraine 87666,Valid,H4,4.2,Found,1987.0
Finger Ridge 01604,Valid,H5,186.17,Found,2001.0
Elephant Moraine 87672,Valid,H6,126.3,Found,1987.0
Elephant Moraine 87674,Valid,H5,3.9,Found,1987.0
Elephant Moraine 87677,Valid,H5,54.0,Found,1987.0
Elephant Moraine 87681,Valid,H5,32.0,Found,1987.0
Elephant Moraine 87683,Valid,H5,10.9,Found,1987.0
Elephant Moraine 87687,Valid,H5,10.5,Found,1987.0
Elephant Moraine 87689,Valid,H5,58.6,Found,1987.0
Elephant Moraine 87692,Valid,H6,1.4,Found,1987.0
Elephant Moraine 87693,Valid,H6,11.3,Found,1987.0
Elephant Moraine 87695,Valid,H5,118.5,Found,1987.0
Elephant Moraine 87699,Valid,H5,46.3,Found,1987.0
Elephant Moraine 87712,Valid,H5,35.4,Found,1987.0
Elephant Moraine 87713,Valid,H6,3.5,Found,1987.0
Finger Ridge 01605,Valid,H5,102.59,Found,2001.0
Elephant Moraine 87718,Valid,H5,5.8,Found,1987.0
Elephant Moraine 87719,Valid,H6,65.7,Found,1987.0
Elephant Moraine 87726,Valid,H3.9,82.5,Found,1987.0
Elephant Moraine 87731,Valid,H5,8.3,Found,1987.0
Elephant Moraine 87734,Valid,H5,7.2,Found,1987.0
Elephant Moraine 87739,Valid,H6,8.4,Found,1987.0
Elephant Moraine 87740,Valid,H5,39.0,Found,1987.0
Elephant Moraine 87743,Valid,H5,53.6,Found,1987.0
Elephant Moraine 87745,Valid,H5,123.0,Found,1987.0
Elephant Moraine 87751,Valid,H6,3.2,Found,1987.0
Elephant Moraine 87754,Valid,H5,34.4,Found,1987.0
Elephant Moraine 87755,Valid,H5,88.4,Found,1987.0
Elephant Moraine 87757,Valid,H6,54.8,Found,1987.0
Elephant Moraine 87767,Valid,H5,27.9,Found,1987.0
Elephant Moraine 87772,Valid,H5,23.9,Found,1987.0
Elephant Moraine 87778,Valid,H3.9,161.7,Found,1987.0
Elephant Moraine 87781,Valid,H5,10.8,Found,1987.0
Elephant Moraine 87785,Valid,H6,14.1,Found,1987.0
Elephant Moraine 87786,Valid,H6,0.6,Found,1987.0
Elephant Moraine 87787,Valid,H5,20.8,Found,1987.0
Elephant Moraine 87790,Valid,H5,175.4,Found,1987.0
Elephant Moraine 87792,Valid,H6,36.4,Found,1987.0
Elephant Moraine 87793,Valid,H6,1.3,Found,1987.0
Elephant Moraine 87798,Valid,H5,35.7,Found,1987.0
Elephant Moraine 87805,Valid,H3.7,62.7,Found,1987.0
Elephant Moraine 87808,Valid,H4,6.6,Found,1987.0
Elephant Moraine 87815,Valid,H6,24.2,Found,1987.0
Elephant Moraine 87816,Valid,H6,3.3,Found,1987.0
Elephant Moraine 87820,Valid,H6,221.4,Found,1987.0
Elephant Moraine 87821,Valid,H5,152.5,Found,1987.0
Elephant Moraine 87822,Valid,H5,96.2,Found,1987.0
Elephant Moraine 87823,Valid,H3.9,95.4,Found,1987.0
Elephant Moraine 87824,Valid,H6,20.1,Found,1987.0
Elephant Moraine 87832,Valid,H5,12.6,Found,1987.0
Elephant Moraine 87834,Valid,H6,0.8,Found,1987.0
Elephant Moraine 87837,Valid,H6,1.6,Found,1987.0
Elephant Moraine 87838,Valid,H5,13.3,Found,1987.0
Elephant Moraine 87840,Valid,H5,81.7,Found,1987.0
Elephant Moraine 87859,Valid,H5,33.0,Found,1987.0
Elephant Moraine 90011,Valid,H6,305.1,Found,1990.0
Elephant Moraine 90051,Valid,H6,715.4,Found,1990.0
Elephant Moraine 90069,Valid,H5,21.1,Found,1990.0
Elephant Moraine 90097,Valid,H6,18.6,Found,1990.0
Elephant Moraine 90104,Valid,H5,1.3,Found,1990.0
Elephant Moraine 90106,Valid,H5,3.0,Found,1990.0
Elephant Moraine 90151,Valid,H6,17.9,Found,1990.0
Elephant Moraine 90165,Valid,H5,103.6,Found,1990.0
Elephant Moraine 90166,Valid,H6,104.2,Found,1990.0
Elephant Moraine 90178,Valid,H5,280.4,Found,1990.0
Elephant Moraine 90179,Valid,H5,21.6,Found,1990.0
Elephant Moraine 90212,Valid,H5,11.5,Found,1990.0
Elephant Moraine 90215,Valid,H5,25.0,Found,1990.0
Elephant Moraine 90229,Valid,H5,245.5,Found,1990.0
Elephant Moraine 90237,Valid,H5,157.2,Found,1990.0
Elephant Moraine 90238,Valid,H6,150.1,Found,1990.0
Elephant Moraine 90246,Valid,H6,362.9,Found,1990.0
Elephant Moraine 90253,Valid,H5,6.5,Found,1990.0
Elephant Moraine 90258,Valid,H6,10.5,Found,1990.0
Elephant Moraine 90264,Valid,H6,2.8,Found,1990.0
Elephant Moraine 90273,Valid,H5,8.6,Found,1990.0
Elephant Moraine 90303,Valid,H6,8.0,Found,1990.0
Elephant Moraine 90304,Valid,H5,16.4,Found,1990.0
Elephant Moraine 90313,Valid,H5,27.5,Found,1990.0
Elephant Moraine 90328,Valid,H5,35.1,Found,1990.0
Elephant Moraine 90330,Valid,H6,6.5,Found,1990.0
Elephant Moraine 90372,Valid,H5,158.8,Found,1990.0
Elephant Moraine 90388,Valid,H5,58.1,Found,1990.0
Elephant Moraine 90405,Valid,H6,3.8,Found,1990.0
Elephant Moraine 90412,Valid,H6,5.9,Found,1990.0
Elephant Moraine 90433,Valid,H6,3.9,Found,1990.0
Elephant Moraine 90456,Valid,H5,51.0,Found,1990.0
Elephant Moraine 90469,Valid,H5,48.5,Found,1990.0
Elephant Moraine 90502,Valid,H6,150.0,Found,1990.0
Elephant Moraine 90512,Valid,H5,18.7,Found,1990.0
Elephant Moraine 90547,Valid,H6,4.1,Found,1990.0
Elephant Moraine 90601,Valid,H6,14.4,Found,1990.0
Elephant Moraine 90616,Valid,H5,26.1,Found,1990.0
Elephant Moraine 90653,Valid,H5,8.9,Found,1990.0
Elephant Moraine 90666,Valid,H6,10.2,Found,1990.0
Elephant Moraine 90707,Valid,H5,35.5,Found,1990.0
Elephant Moraine 90718,Valid,H5,2.8,Found,1990.0
Elephant Moraine 90721,Valid,H5,19.9,Found,1990.0
Elephant Moraine 90732,Valid,H5,7.9,Found,1990.0
Elephant Moraine 90755,Valid,H5,21.4,Found,1990.0
Elephant Moraine 90896,Valid,H5,13.9,Found,1990.0
Elephant Moraine 90942,Valid,H5,3.1,Found,1990.0
Elephant Moraine 90959,Valid,H5,20.6,Found,1990.0
Elephant Moraine 90968,Valid,H5,4.8,Found,1990.0
Graves Nunataks 06210,Valid,H5,38.8,Found,2006.0
Elephant Moraine 90990,Valid,H5,16.1,Found,1990.0
Elephant Moraine 92033,Valid,H5,735.6,Found,1992.0
Elephant Moraine 92035,Valid,H5,646.4,Found,1992.0
Elephant Moraine 92038,Valid,H5,731.4,Found,1992.0
Elephant Moraine 92040,Valid,H5,426.2,Found,1992.0
Elephant Moraine 92044,Valid,H5,139.7,Found,1992.0
Elephant Moraine 92045,Valid,H5,239.6,Found,1992.0
Elephant Moraine 92047,Valid,H5,134.9,Found,1992.0
Elephant Moraine 92056,Valid,H6,67.4,Found,1992.0
Elephant Moraine 92057,Valid,H5,52.6,Found,1992.0
Elephant Moraine 92064,Valid,H5,71.4,Found,1992.0
Elephant Moraine 92066,Valid,H5,65.3,Found,1992.0
Elephant Moraine 92071,Valid,H5,4.4,Found,1992.0
Elephant Moraine 92075,Valid,H5,4.7,Found,1992.0
Elephant Moraine 92076,Valid,H6,1.4,Found,1992.0
Elephant Moraine 92077,Valid,H5,11.4,Found,1992.0
Elephant Moraine 92083,Valid,H5,26.2,Found,1992.0
Elephant Moraine 92084,Valid,H5,5.8,Found,1992.0
Elephant Moraine 92088,Valid,H5,15.1,Found,1992.0
Graves Nunataks 06211,Valid,H5,22.1,Found,2006.0
Elephant Moraine 92111,Valid,H6,16.5,Found,1992.0
Elephant Moraine 92112,Valid,H6,0.4,Found,1992.0
Elephant Moraine 92113,Valid,H6,2.9,Found,1992.0
Elephant Moraine 92114,Valid,H6,2.0,Found,1992.0
Elephant Moraine 92115,Valid,H5,22.1,Found,1992.0
Elephant Moraine 92119,Valid,H5,32.1,Found,1992.0
Elephant Moraine 92122,Valid,H5,14.5,Found,1992.0
Elephant Moraine 92123,Valid,H5,7.7,Found,1992.0
Elephant Moraine 92124,Valid,H5,1.9,Found,1992.0
Elephant Moraine 92127,Valid,H5,1.2,Found,1992.0
Elephant Moraine 92129,Valid,H5,3.8,Found,1992.0
Elephant Moraine 92132,Valid,H6,11.2,Found,1992.0
Elephant Moraine 92135,Valid,H6,17.6,Found,1992.0
Elephant Moraine 92157,Valid,H5,6.4,Found,1992.0
Elephant Moraine 92191,Valid,H6,17.8,Found,1992.0
Elephant Moraine 92193,Valid,H6,22000.0,Found,1992.0
Elephant Moraine 96023,Valid,H6,897.0,Found,1996.0
Elephant Moraine 96025,Valid,H6,385.3,Found,1996.0
Elephant Moraine 96027,Valid,H6,2038.3,Found,1996.0
Elephant Moraine 96030,Valid,H6,234.1,Found,1996.0
Elephant Moraine 96031,Valid,H4-an,414.0,Found,1996.0
Elephant Moraine 96033,Valid,H6,237.0,Found,1996.0
Elephant Moraine 96037,Valid,H4-an,325.7,Found,1996.0
Elephant Moraine 96040,Valid,H4-an,276.2,Found,1996.0
Elephant Moraine 96041,Valid,H6,280.1,Found,1996.0
Elephant Moraine 96043,Valid,H5,392.9,Found,1996.0
Elephant Moraine 96047,Valid,H4-an,139.41,Found,1996.0
Elephant Moraine 96050,Valid,H5,195.1,Found,1996.0
Elephant Moraine 96055,Valid,H5,205.5,Found,1996.0
Elephant Moraine 96058,Valid,H5,185.0,Found,1996.0
Elephant Moraine 96059,Valid,H5,4.2,Found,1996.0
Elephant Moraine 96062,Valid,H6,122.8,Found,1996.0
Elephant Moraine 96063,Valid,H6,83.1,Found,1996.0
Elephant Moraine 96065,Valid,H6,3.3,Found,1996.0
Elephant Moraine 96067,Valid,H6,8.5,Found,1996.0
Elephant Moraine 96069,Valid,H6,5.0,Found,1996.0
Elephant Moraine 96070,Valid,H6,2.4,Found,1996.0
Elephant Moraine 96071,Valid,H6,0.7,Found,1996.0
Elephant Moraine 96072,Valid,H6,1.4,Found,1996.0
Elephant Moraine 96073,Valid,H6,9.7,Found,1996.0
Elephant Moraine 96075,Valid,H5,11.7,Found,1996.0
Elephant Moraine 96079,Valid,H6,0.9,Found,1996.0
Elephant Moraine 96081,Valid,H6,4.4,Found,1996.0
Elephant Moraine 96082,Valid,H6,4.6,Found,1996.0
Elephant Moraine 96086,Valid,H5,4.6,Found,1996.0
Elephant Moraine 96087,Valid,H6,13.4,Found,1996.0
Elephant Moraine 96093,Valid,H5,128.1,Found,1996.0
Elephant Moraine 96099,Valid,H6,5.9,Found,1996.0
Elephant Moraine 96105,Valid,H5,21.9,Found,1996.0
Elephant Moraine 96108,Valid,H6,1.4,Found,1996.0
Elephant Moraine 96112,Valid,H6,0.6,Found,1996.0
Elephant Moraine 96113,Valid,H6,0.7,Found,1996.0
Elephant Moraine 96114,Valid,H6,0.5,Found,1996.0
Elephant Moraine 96115,Valid,H5,4.4,Found,1996.0
Elephant Moraine 96123,Valid,H4-an,8.5,Found,1996.0
Elephant Moraine 96125,Valid,H6,0.9,Found,1996.0
Elephant Moraine 96128,Valid,H6,6.9,Found,1996.0
Elephant Moraine 96133,Valid,H5,13.8,Found,1996.0
Elephant Moraine 96134,Valid,H5,97.7,Found,1996.0
Elephant Moraine 96139,Valid,H6,122.2,Found,1996.0
Elephant Moraine 96142,Valid,H6,1.9,Found,1996.0
Elephant Moraine 96143,Valid,H6,35.7,Found,1996.0
Elephant Moraine 96147,Valid,H6,2.0,Found,1996.0
Elephant Moraine 96151,Valid,H6,1.4,Found,1996.0
Elephant Moraine 96154,Valid,H6,3.7,Found,1996.0
Elephant Moraine 96159,Valid,H4,4.5,Found,1996.0
Elephant Moraine 96162,Valid,H6,16.1,Found,1996.0
Elephant Moraine 96163,Valid,H6,0.6,Found,1996.0
Elephant Moraine 96164,Valid,H6,2.2,Found,1996.0
Elephant Moraine 96165,Valid,H6,25.0,Found,1996.0
Elephant Moraine 96168,Valid,H5,2.6,Found,1996.0
Elephant Moraine 96170,Valid,H5,11.2,Found,1996.0
Elephant Moraine 96175,Valid,H6,1.4,Found,1996.0
Elephant Moraine 96178,Valid,H6,21.4,Found,1996.0
Elephant Moraine 96180,Valid,H6,8.4,Found,1996.0
Elephant Moraine 96181,Valid,H5,29.1,Found,1996.0
Elephant Moraine 96182,Valid,H5,4.1,Found,1996.0
Elephant Moraine 96186,Valid,H6,101.3,Found,1996.0
Elephant Moraine 96187,Valid,H6,0.6,Found,1996.0
Elephant Moraine 96189,Valid,H5,31.0,Found,1996.0
Elephant Moraine 96190,Valid,H5,60.8,Found,1996.0
Elephant Moraine 96191,Valid,H6,0.7,Found,1996.0
Elephant Moraine 96192,Valid,H5,57.3,Found,1996.0
Elephant Moraine 96194,Valid,H6,1.1,Found,1996.0
Elephant Moraine 96198,Valid,H6,0.3,Found,1996.0
Elephant Moraine 96199,Valid,H6,4.9,Found,1996.0
Elephant Moraine 96201,Valid,H5,8.4,Found,1996.0
Elephant Moraine 96204,Valid,H5,12.1,Found,1996.0
Elephant Moraine 96209,Valid,H6,1.0,Found,1996.0
Elephant Moraine 96212,Valid,H5,107.1,Found,1996.0
Elephant Moraine 96220,Valid,H6,2.9,Found,1996.0
Elephant Moraine 96228,Valid,H6,1.2,Found,1996.0
Elephant Moraine 96231,Valid,H6,73.9,Found,1996.0
Elephant Moraine 96237,Valid,H6,0.4,Found,1996.0
Elephant Moraine 96242,Valid,H6,23.0,Found,1996.0
Elephant Moraine 96244,Valid,H5,20.0,Found,1996.0
Elephant Moraine 96245,Valid,H5,14.4,Found,1996.0
Elephant Moraine 96246,Valid,H5,44.5,Found,1996.0
Elephant Moraine 96247,Valid,H5,86.1,Found,1996.0
Elephant Moraine 96248,Valid,H5,44.9,Found,1996.0
Elephant Moraine 96249,Valid,H6,40.3,Found,1996.0
Elephant Moraine 96250,Valid,H6,50.5,Found,1996.0
Elephant Moraine 96251,Valid,H6,100.8,Found,1996.0
Elephant Moraine 96253,Valid,H4,15.4,Found,1996.0
Elephant Moraine 96254,Valid,H5,6.9,Found,1996.0
Elephant Moraine 96257,Valid,H5,10.8,Found,1996.0
Elephant Moraine 96260,Valid,H5,7.6,Found,1996.0
Elephant Moraine 96263,Valid,H5,8.6,Found,1996.0
Elephant Moraine 96264,Valid,H6,3.6,Found,1996.0
Elephant Moraine 96265,Valid,H6,1.0,Found,1996.0
Elephant Moraine 96269,Valid,H6,5.9,Found,1996.0
Elephant Moraine 96278,Valid,H6,22.7,Found,1996.0
Elephant Moraine 96280,Valid,H6,4.4,Found,1996.0
Elephant Moraine 96283,Valid,H6,19.4,Found,1996.0
Elephant Moraine 96288,Valid,H4,33.3,Found,1996.0
Elephant Moraine 96291,Valid,H6,0.8,Found,1996.0
Elephant Moraine 96296,Valid,H6,2.6,Found,1996.0
Elephant Moraine 96297,Valid,H5,2.9,Found,1996.0
Elephant Moraine 96300,Valid,H6,4.8,Found,1996.0
Elephant Moraine 96301,Valid,H6,0.7,Found,1996.0
Elephant Moraine 96302,Valid,H6,15.3,Found,1996.0
Elephant Moraine 96306,Valid,H6,1.3,Found,1996.0
